pincode,city,district,state
227806,Musafirkhana,Sultanpur,UTTAR PRADESH
227807,Musafirkhana,Sultanpur,UTTAR PRADESH
227808,Sultanpur,Sultanpur,UTTAR PRADESH
227809,Musafirkhana,Sultanpur,UTTAR PRADESH
227811,Musafirkhana,Sultanpur,UTTAR PRADESH
227812,Musafirkhana,Sultanpur,UTTAR PRADESH
227813,Musafirkhana,Sultanpur,UTTAR PRADESH
227814,Sultanpur,Sultanpur,UTTAR PRADESH
227815,Sultanpur,Sultanpur,UTTAR PRADESH
227816,Amethi,Sultanpur,UTTAR PRADESH
227817,Musafirkhana,Sultanpur,UTTAR PRADESH
228001,Sultanpur Sadar,Sultanpur,UTTAR PRADESH
228118,Sultanpur,Sultanpur,UTTAR PRADESH
228119,Sultanpur,Sultanpur,UTTAR PRADESH
228120,Sultanpur,Sultanpur,UTTAR PRADESH
228121,Sultanpur,Sultanpur,UTTAR PRADESH
228125,Sultanpur,Sultanpur,UTTAR PRADESH
228131,Kadipiur,Sultanpur,UTTAR PRADESH
228132,Kadipur,Sultanpur,UTTAR PRADESH
228133,Kadipur,Sultanpur,UTTAR PRADESH
228141,Kadipur,Sultanpur,UTTAR PRADESH
228142,Sultanpur,Sultanpur,UTTAR PRADESH
228145,Kadipur,Sultanpur,UTTAR PRADESH
228151,Sultanpur,Sultanpur,UTTAR PRADESH
228155,Sultanpur,Sultanpur,UTTAR PRADESH
228159,Amethi,Sultanpur,UTTAR PRADESH
228161,Kadipur,Sultanpur,UTTAR PRADESH
228171,Kadipur,Sultanpur,UTTAR PRADESH
229001,Rae Bareli,Raebareli,UTTAR PRADESH
229010,Rae Bareli,Raebareli,UTTAR PRADESH
229103,Mrg,Raebareli,UTTAR PRADESH
229121,Lalganj,Raebareli,UTTAR PRADESH
229122,Raebareli,Raebareli,UTTAR PRADESH
229123,Mrg,Raebareli,UTTAR PRADESH
229124,Salon,Raebareli,UTTAR PRADESH
229125,Dalmau,Raebareli,UTTAR PRADESH
229126,Tiloi,Raebareli,UTTAR PRADESH
229127,Salon,Raebareli,UTTAR PRADESH
229128,Rbl,Raebareli,UTTAR PRADESH
229129,Salon,Raebareli,UTTAR PRADESH
229130,Lalganj,Raebareli,UTTAR PRADESH
229135,Tiloi,Raebareli,UTTAR PRADESH
229201,Lalganj,Raebareli,UTTAR PRADESH
229202,Lalganj,Raebareli,UTTAR PRADESH
229203,Dalmau,Raebareli,UTTAR PRADESH
229204,Dalmau,Raebareli,UTTAR PRADESH
229205,Lalganj,Raebareli,UTTAR PRADESH
229206,Lalganj,Raebareli,UTTAR PRADESH
229207,Dalmau,Raebareli,UTTAR PRADESH
229208,Lalganj,Raebareli,UTTAR PRADESH
229209,Lalganj,Raebareli,UTTAR PRADESH
229210,Lalganj,Raebareli,UTTAR PRADESH
229211,Lalganj,Raebareli,UTTAR PRADESH
229212,Lalganj,Raebareli,UTTAR PRADESH
229215,Lalganj,Raebareli,UTTAR PRADESH
229216,Lalganj,Raebareli,UTTAR PRADESH
229301,Mahrajganj,Raebareli,UTTAR PRADESH
229302,Tiloi,Raebareli,UTTAR PRADESH
229303,Rbl,Raebareli,UTTAR PRADESH
229304,Salon,Raebareli,UTTAR PRADESH
229305,Salon,Raebareli,UTTAR PRADESH
229306,Maharajganj,Raebareli,UTTAR PRADESH
229307,Salon,Raebareli,UTTAR PRADESH
229308,Mrg,Raebareli,UTTAR PRADESH
229309,Tiloi,Raebareli,UTTAR PRADESH
229310,Salon,Raebareli,UTTAR PRADESH
229311,Mrg,Raebareli,UTTAR PRADESH
229316,Rae Bareli,Raebareli,UTTAR PRADESH
229401,Unchahar **,Raebareli,UTTAR PRADESH
229402,Unchahar,Raebareli,UTTAR PRADESH
229404,Unchahar **,Raebareli,UTTAR PRADESH
229405,Rbl,Raebareli,UTTAR PRADESH
229406,Unchahar,Raebareli,UTTAR PRADESH
229408,Kunda,Pratapgarh,UTTAR PRADESH
229410,Lalganj,Pratapgarh,UTTAR PRADESH
229411,Anapur,Allahabad,UTTAR PRADESH
229412,Allahabad,Allahabad,UTTAR PRADESH
229413,Lalgopal Ganj,Allahabad,UTTAR PRADESH
229801,Tiloi,Raebareli,UTTAR PRADESH
229802,Mrg,Raebareli,UTTAR PRADESH
229881,Unnao,Unnao,UTTAR PRADESH
230001,Pratapgarh,Pratapgarh,UTTAR PRADESH
230002,Sadar,Pratapgarh,UTTAR PRADESH
230121,Patti,Pratapgarh,UTTAR PRADESH
230124,Patti,Pratapgarh,UTTAR PRADESH
230125,Lalganj,Pratapgarh,UTTAR PRADESH
230126,Lalganj,Pratapgarh,UTTAR PRADESH
230127,Raniganj,Pratapgarh,UTTAR PRADESH
230128,Kunda,Pratapgarh,UTTAR PRADESH
230129,Lalganj,Pratapgarh,UTTAR PRADESH
230130,Lalganj,Pratapgarh,UTTAR PRADESH
230131,Pratapgarh,Pratapgarh,UTTAR PRADESH
230132,Lalgang,Pratapgarh,UTTAR PRADESH
230134,Patti,Pratapgarh,UTTAR PRADESH
230135,Patti,Pratapgarh,UTTAR PRADESH
230136,Lalganj,Pratapgarh,UTTAR PRADESH
230137,Lalganj,Pratapgarh,UTTAR PRADESH
230138,Patti,Pratapgarh,UTTAR PRADESH
230139,Lalganj,Pratapgarh,UTTAR PRADESH
230141,Kunda,Pratapgarh,UTTAR PRADESH
230142,Patti,Pratapgarh,UTTAR PRADESH
230143,Lalganj,Pratapgarh,UTTAR PRADESH
230144,Sadar,Pratapgarh,UTTAR PRADESH
230201,Kunda,Pratapgarh,UTTAR PRADESH
230202,Kunda,Pratapgarh,UTTAR PRADESH
230204,Kunda,Pratapgarh,UTTAR PRADESH
230301,Raniganj,Pratapgarh,UTTAR PRADESH
230302,Raniganj,Pratapgarh,UTTAR PRADESH
230304,Raniganj,Pratapgarh,UTTAR PRADESH
230306,Patti,Pratapgarh,UTTAR PRADESH
230401,Patti,Pratapgarh,UTTAR PRADESH
230402,Sadar,Pratapgarh,UTTAR PRADESH
230403,Pratapgarh,Pratapgarh,UTTAR PRADESH
230404,Patti,Pratapgarh,UTTAR PRADESH
230405,Patti,Pratapgarh,UTTAR PRADESH
230501,Sadar,Pratapgarh,UTTAR PRADESH
230502,Sadar,Pratapgarh,UTTAR PRADESH
230503,Lalganj,Pratapgarh,UTTAR PRADESH
231001,Mirzapur Sadar,Mirzapur,UTTAR PRADESH
231205,Robertsganj,Sonbhadra,UTTAR PRADESH
231206,Robertsganj,Sonbhadra,UTTAR PRADESH
231207,Sonbhadra,Sonbhadra,UTTAR PRADESH
231208,Sonbhadra,Sonbhadra,UTTAR PRADESH
231209,Sonbhadra,Sonbhadra,UTTAR PRADESH
231210,Mirzapur,Sonbhadra,UTTAR PRADESH
231211,Mirzapur,Mirzapur,UTTAR PRADESH
231212,Mirzapur Sadar,Sonbhadra,UTTAR PRADESH
231213,Sonbhadra,Sonbhadra,UTTAR PRADESH
231215,Sonbhadra,Sonbhadra,UTTAR PRADESH
231216,Sonbhadra,Sonbhadra,UTTAR PRADESH
231217,Sonbhadra,Sonbhadra,UTTAR PRADESH
231218,Sonbhadra,Sonbhadra,UTTAR PRADESH
231219,Sonbhadra,Sonbhadra,UTTAR PRADESH
231220,Sonbhadra,Sonbhadra,UTTAR PRADESH
231221,Sonbhadra,Sonbhadra,UTTAR PRADESH
231222,Sonbhadra,Sonbhadra,UTTAR PRADESH
231223,Sonbhadra,Sonbhadra,UTTAR PRADESH
231224,Sonbhadra,Sonbhadra,UTTAR PRADESH
231225,Dudhi,Sonbhadra,UTTAR PRADESH
231226,Dudhi,Sonbhadra,UTTAR PRADESH
231301,Chunar,Mirzapur,UTTAR PRADESH
231302,Sadar,Mirzapur,UTTAR PRADESH
231303,Mirzapur,Mirzapur,UTTAR PRADESH
231304,Chunar,Mirzapur,UTTAR PRADESH
231305,Chunar,Mirzapur,UTTAR PRADESH
231306,Chunar,Mirzapur,UTTAR PRADESH
231307,Mirzapur,Mirzapur,UTTAR PRADESH
231309,Mirzapur,Mirzapur,UTTAR PRADESH
231311,Chunar,Mirzapur,UTTAR PRADESH
231312,Mirzapur,Mirzapur,UTTAR PRADESH
231313,Mirzapur,Mirzapur,UTTAR PRADESH
231314,Mirzapur Sadar,Mirzapur,UTTAR PRADESH
231501,Sadar,Mirzapur,UTTAR PRADESH
232101,Chandauli,Chandauli,UTTAR PRADESH
232102,Varanasi,Varanasi,UTTAR PRADESH
232103,Varanasi,Varanasi,UTTAR PRADESH
232104,Chandauli,Chandauli,UTTAR PRADESH
232105,Sakaldhia,Chandauli,UTTAR PRADESH
232106,Varanasi,Varanasi,UTTAR PRADESH
232107,Sakaldiha,Varanasi,UTTAR PRADESH
232108,Sakaldiha,Chandauli,UTTAR PRADESH
232109,Sakaldiha,Chandauli,UTTAR PRADESH
232110,Varanasi,Varanasi,UTTAR PRADESH
232111,Varanasi,Varanasi,UTTAR PRADESH
232118,Chakia,Chandauli,UTTAR PRADESH
232120,Sakaldiha,Chandauli,UTTAR PRADESH
232325,Zamania,Ghazipur,UTTAR PRADESH
232326,Zamania,Ghazipur,UTTAR PRADESH
232327,Zamania,Ghazipur,UTTAR PRADESH
232328,Zamania,Ghazipur,UTTAR PRADESH
232329,Zamania,Ghazipur,UTTAR PRADESH
232330,Zamania,Ghazipur,UTTAR PRADESH
232331,Zamania,Ghazipur,UTTAR PRADESH
232332,Zamania,Ghazipur,UTTAR PRADESH
232333,Zamania,Ghazipur,UTTAR PRADESH
232336,Zamania,Ghazipur,UTTAR PRADESH
232339,Zamania,Ghazipur,UTTAR PRADESH
232340,Zamania,Ghazipur,UTTAR PRADESH
233001,Ghazipur,Ghazipur,UTTAR PRADESH
233221,Saidpur,Ghazipur,UTTAR PRADESH
233222,Mohammedabad,Ghazipur,UTTAR PRADESH
233223,Saidpur,Ghazipur,UTTAR PRADESH
233224,Zamania,Ghazipur,UTTAR PRADESH
233225,Mohammadabad,Ghazipur,UTTAR PRADESH
233226,Ghazipur,Ghazipur,UTTAR PRADESH
233227,Mohammedabad,Ghazipur,UTTAR PRADESH
233228,Mohammedabad,Ghazipur,UTTAR PRADESH
233229,Mohammadabad Yusufpur,Ghazipur,UTTAR PRADESH
233230,Mohammadabad,Ghazipur,UTTAR PRADESH
233231,Mohammadabad Yusufpur,Ghazipur,UTTAR PRADESH
233232,Zamania,Ghazipur,UTTAR PRADESH
233233,Mohammedabad,Ghazipur,UTTAR PRADESH
233300,Ghazipur,Ghazipur,UTTAR PRADESH
233301,Mohammedabad,Ghazipur,UTTAR PRADESH
233302,Saidpur,Ghazipur,UTTAR PRADESH
233303,Ghazipur,Ghazipur,UTTAR PRADESH
233304,Saidpur,Ghazipur,UTTAR PRADESH
233305,Ghazipur,Ghazipur,UTTAR PRADESH
233306,Saidpur,Ghazipur,UTTAR PRADESH
233307,Saidpur,Ghazipur,UTTAR PRADESH
233310,Ghazipur,Ghazipur,UTTAR PRADESH
233311,Saidpur,Ghazipur,UTTAR PRADESH
241001,Hardoi,Hardoi,UTTAR PRADESH
241121,Hardoi,Hardoi,UTTAR PRADESH
241122,Hardoi,Hardoi,UTTAR PRADESH
241123,Sawayajpur,Hardoi,UTTAR PRADESH
241124,Sawayajpur,Hardoi,UTTAR PRADESH
241125,Hardoi,Hardoi,UTTAR PRADESH
241126,Sandila,Hardoi,UTTAR PRADESH
241127,Sandila,Hardoi,UTTAR PRADESH
241201,Sandila,Hardoi,UTTAR PRADESH
241202,Sandila,Hardoi,UTTAR PRADESH
241203,Sandila,Hardoi,UTTAR PRADESH
241204,Sandila,Hardoi,UTTAR PRADESH
241301,Bilgram,Hardoi,UTTAR PRADESH
241302,Sandila,Hardoi,UTTAR PRADESH
241303,Sandila,Hardoi,UTTAR PRADESH
241304,Sandila,Hardoi,UTTAR PRADESH
241305,Sandila,Hardoi,UTTAR PRADESH
241401,Hardoi,Hardoi,UTTAR PRADESH
241402,Hardoi,Hardoi,UTTAR PRADESH
241403,Harodi,Hardoi,UTTAR PRADESH
241404,Hardoi,Hardoi,UTTAR PRADESH
241405,Hardoi,Hardoi,UTTAR PRADESH
241406,Hardoi,Hardoi,UTTAR PRADESH
241407,Hardoi,Hardoi,UTTAR PRADESH
242001,Shahjahanpur,Shahjahanpur,UTTAR PRADESH
242021,Budaun,Budaun,UTTAR PRADESH
242042,Powayan,Shahjahanpur,UTTAR PRADESH
242123,Powayan,Shahjahanpur,UTTAR PRADESH
242127,Jalalabad,Shahjahanpur,UTTAR PRADESH
242220,Jalalabad,Shahjahanpur,UTTAR PRADESH
242221,Jalalabad,Shahjahanpur,UTTAR PRADESH
242223,Sadar,Shahjahanpur,UTTAR PRADESH
242226,Shahjahanpur,Shahjahanpur,UTTAR PRADESH
242301,Tilhar,Shahjahanpur,UTTAR PRADESH
242303,Tilhar,Shahjahanpur,UTTAR PRADESH
242305,Tilhar,Shahjahanpur,UTTAR PRADESH
242306,Shahjahanpur,Shahjahanpur,UTTAR PRADESH
242307,Tilhar,Shahjahanpur,UTTAR PRADESH
242401,Powayan,Shahjahanpur,UTTAR PRADESH
242405,Powayan,Shahjahanpur,UTTAR PRADESH
242406,Sadar,Shahjahanpur,UTTAR PRADESH
242407,Tilhar,Shahjahanpur,UTTAR PRADESH
243001,Bareilly,Bareilly,UTTAR PRADESH
243002,Bareilly,Bareilly,UTTAR PRADESH
243003,Bareilly,Bareilly,UTTAR PRADESH
243004,Bareilly,Bareilly,UTTAR PRADESH
243005,Bareilly,Bareilly,UTTAR PRADESH
243006,Bareilly,Bareilly,UTTAR PRADESH
243122,Bareilly,Bareilly,UTTAR PRADESH
243123,Bareilly,Bareilly,UTTAR PRADESH
243126,Bareilly,Bareilly,UTTAR PRADESH
243201,Baheri,Bareilly,UTTAR PRADESH
243202,Baheri,Bareilly,UTTAR PRADESH
243203,Baheri,Bareilly,UTTAR PRADESH
243301,Aonla,Bareilly,UTTAR PRADESH
243302,Aonla,Bareilly,UTTAR PRADESH
243303,Aonla,Bareilly,UTTAR PRADESH
243401,Aonla,Bareilly,UTTAR PRADESH
243402,Bareilly,Bareilly,UTTAR PRADESH
243403,Aonla,Bareilly,UTTAR PRADESH
243407,Nawabganj,Bareilly,UTTAR PRADESH
243501,Bareilly,Bareilly,UTTAR PRADESH
243502,Bareilly,Bareilly,UTTAR PRADESH
243503,Faridpur,Bareilly,UTTAR PRADESH
243504,Meerganj,Bareilly,UTTAR PRADESH
243505,Meerganj,Bareilly,UTTAR PRADESH
243506,Faridpur,Bareilly,UTTAR PRADESH
243601,Budaun,Budaun,UTTAR PRADESH
243630,Dataganj,Budaun,UTTAR PRADESH
243631,Dataganj,Budaun,UTTAR PRADESH
243632,Busauli,Budaun,UTTAR PRADESH
243633,Bilsi,Budaun,UTTAR PRADESH
243634,Budaun,Budaun,UTTAR PRADESH
243635,Dataganj,Budaun,UTTAR PRADESH
243636,Dataganj,Budaun,UTTAR PRADESH
243637,Dataganj,Budaun,UTTAR PRADESH
243638,Sahaswan,Budaun,UTTAR PRADESH
243639,Budaun,Budaun,UTTAR PRADESH
243641,Dataganj,Budaun,UTTAR PRADESH
243701,Milak,Rampur,UTTAR PRADESH
243720,Bisuali,Budaun,UTTAR PRADESH
243722,Gunnaur,Budaun,UTTAR PRADESH
243723,Bilsi,Budaun,UTTAR PRADESH
243724,Bisauli,Budaun,UTTAR PRADESH
243725,Bisauli,Budaun,UTTAR PRADESH
243726,Budaun,Budaun,UTTAR PRADESH
243727,Guoour,Budaun,UTTAR PRADESH
243751,Budaun,Budaun,UTTAR PRADESH
244001,Moradabad,Moradabad,UTTAR PRADESH
244102,Moradabad,Moradabad,UTTAR PRADESH
244103,Moradabad,Moradabad,UTTAR PRADESH
244104,Moradabad,Moradabad,UTTAR PRADESH
244221,Amroha,Jyotiba Phule Nagar,UTTAR PRADESH
244222,Amroha,Jyotiba Phule Nagar,UTTAR PRADESH
244223,Dhanaura,Jyotiba Phule Nagar,UTTAR PRADESH
244225,Amroha,Jyotiba Phule Nagar,UTTAR PRADESH
244231,Dhanaura,Jyotiba Phule Nagar,UTTAR PRADESH
244235,Dhanaura,Jyotiba Phule Nagar,UTTAR PRADESH
244236,Amroha,Jyotiba Phule Nagar,UTTAR PRADESH
244241,Hasanpur,Jyotiba Phule Nagar,UTTAR PRADESH
244242,Hasanpur,Jyotiba Phule Nagar,UTTAR PRADESH
244245,Amroha,Jyotiba Phule Nagar,UTTAR PRADESH
244251,Amroha,Jyotiba Phule Nagar,UTTAR PRADESH
244255,Hasanpur,Jyotiba Phule Nagar,UTTAR PRADESH
244301,Sambhal,Moradabad,UTTAR PRADESH
244302,Sambhal,Moradabad,UTTAR PRADESH
244303,Sambhal,Moradabad,UTTAR PRADESH
244304,Sambhl,Jyotiba Phule Nagar,UTTAR PRADESH
244401,Thakurdwara,Moradabad,UTTAR PRADESH
244402,Moradabad,Moradabad,UTTAR PRADESH
244410,Chandausi,Moradabad,UTTAR PRADESH
244411,Bilari,Moradabad,UTTAR PRADESH
244412,Chandausi,Moradabad,UTTAR PRADESH
244413,Bilari,Moradabad,UTTAR PRADESH
244414,Chandausi,Moradabad,UTTAR PRADESH
244415,Bilari,Moradabad,UTTAR PRADESH
244501,Kanth,Jyotiba Phule Nagar,UTTAR PRADESH
244504,Moradabad,Moradabad,UTTAR PRADESH
244601,Thakuedwara,Moradabad,UTTAR PRADESH
244602,Thakurdwara,Moradabad,UTTAR PRADESH
244712,Jaspur,Udham Singh Nagar,UTTARAKHAND
244713,Nainital,Nainital,UTTARAKHAND
244714,Kashipur,Udham Singh Nagar,UTTARAKHAND
244715,Bhikia Sain,Almora,UTTARAKHAND
244716,Kashipur,Udham Singh Nagar,UTTARAKHAND
244717,Kashipur,Udham Singh Nagar,UTTARAKHAND
244901,Rampur,Rampur,UTTAR PRADESH
244921,Bilasour,Rampur,UTTAR PRADESH
244922,Shahabad,Rampur,UTTAR PRADESH
244923,Rampur,Rampur,UTTAR PRADESH
244924,Suar,Rampur,UTTAR PRADESH
244925,Suar,Rampur,UTTAR PRADESH
244926,Rampur,Rampur,UTTAR PRADESH
244927,Rampur,Rampur,UTTAR PRADESH
244928,Bilaspur,Rampur,UTTAR PRADESH
245101,Hapur,Ghaziabad,UTTAR PRADESH
245201,Hapur,Ghaziabad,UTTAR PRADESH
245205,Hapur,Ghaziabad,UTTAR PRADESH
245206,Meerut,Meerut,UTTAR PRADESH
245207,Modinagar,Ghaziabad,UTTAR PRADESH
245208,Hapur,Ghaziabad,UTTAR PRADESH
245301,Dhaulana,Ghaziabad,UTTAR PRADESH
245304,Hapur,Ghaziabad,UTTAR PRADESH
246001,Pauri,Pauri Garhwal,UTTARAKHAND
246113,Pauri,Pauri Garhwal,UTTARAKHAND
246121,Kotdwara,Pauri Garhwal,UTTARAKHAND
246123,Pauri,Pauri Garhwal,UTTARAKHAND
246124,Kotdwara,Pauri Garhwal,UTTARAKHAND
246125,Srinagar,Pauri Garhwal,UTTARAKHAND
246127,Kotdwara,Pauri Garhwal,UTTARAKHAND
246128,Lansdowne,Pauri Garhwal,UTTARAKHAND
246129,Lansdowne,Pauri Garhwal,UTTARAKHAND
246130,Thali Sain,Pauri Garhwal,UTTARAKHAND
246131,Lansdowne,Pauri Garhwal,UTTARAKHAND
246141,Jakholi,Rudraprayag,UTTARAKHAND
246142,Kotdwara,Pauri Garhwal,UTTARAKHAND
246144,Kotdwara,Pauri Garhwal,UTTARAKHAND
246146,Pauri,Pauri Garhwal,UTTARAKHAND
246147,Srinagar,Pauri Garhwal,UTTARAKHAND
246148,Pauri,Pauri Garhwal,UTTARAKHAND
246149,Kotdwara,Pauri Garhwal,UTTARAKHAND
246155,Lansdowne,Pauri Garhwal,UTTARAKHAND
246159,Pauri,Pauri Garhwal,UTTARAKHAND
246161,Dhumakot,Pauri Garhwal,UTTARAKHAND
246162,Lansdowne,Pauri Garhwal,UTTARAKHAND
246163,Pauri,Pauri Garhwal,UTTARAKHAND
246164,Pauri,Pauri Garhwal,UTTARAKHAND
246165,Pauri,Pauri Garhwal,UTTARAKHAND
246166,Pauri,Pauri Garhwal,UTTARAKHAND
246167,Pauri,Pauri Garhwal,UTTARAKHAND
246169,Lansdowne,Pauri Garhwal,UTTARAKHAND
246171,Rudraprayag,Rudraprayag,UTTARAKHAND
246172,Lansdowne,Pauri Garhwal,UTTARAKHAND
246173,Lansdowne,Pauri Garhwal,UTTARAKHAND
246174,Srinagar,Pauri Garhwal,UTTARAKHAND
246175,Pauri,Pauri Garhwal,UTTARAKHAND
246176,Pauri,Pauri Garhwal,UTTARAKHAND
246177,Dhumakot,Pauri Garhwal,UTTARAKHAND
246179,Lansdowne,Pauri Garhwal,UTTARAKHAND
246193,Lansdowne,Pauri Garhwal,UTTARAKHAND
246194,Pauri,Pauri Garhwal,UTTARAKHAND
246275,Thali Sain,Pauri Garhwal,UTTARAKHAND
246276,Pauri,Pauri Garhwal,UTTARAKHAND
246277,Dhumakot,Pauri Garhwal,UTTARAKHAND
246278,Thalisain,Pauri Garhwal,UTTARAKHAND
246279,Dhoomakot,Pauri Garhwal,UTTARAKHAND
246285,Thalisain,Pauri Garhwal,UTTARAKHAND
246401,Chamoli,Chamoli,UTTARAKHAND
246419,Jakholi,Rudraprayag,UTTARAKHAND
246421,Rudraprayag,Rudraprayag,UTTARAKHAND
246422,Joshimath,Chamoli,UTTARAKHAND
246424,Chamoli,Chamoli,UTTARAKHAND
246425,Jakholi,Rudraprayag,UTTARAKHAND
246426,Chamoli,Chamoli,UTTARAKHAND
246427,Tharali,Chamoli,UTTARAKHAND
246428,Gairsain,Chamoli,UTTARAKHAND
246429,Karanprayag,Chamoli,UTTARAKHAND
246431,Gairsain,Chamoli,UTTARAKHAND
246435,Ghat,Chamoli,UTTARAKHAND
246439,Okhimath,Rudraprayag,UTTARAKHAND
246440,Gairsain,Chamoli,UTTARAKHAND
246441,Tharali,Chamoli,UTTARAKHAND
246442,Rudraprayag,Rudraprayag,UTTARAKHAND
246443,Joshimath,Chamoli,UTTARAKHAND
246444,Karanprayag,Chamoli,UTTARAKHAND
246445,Okhimath,Rudraprayag,UTTARAKHAND
246446,Pokhari,Chamoli,UTTARAKHAND
246448,Rudraprayg,Rudraprayag,UTTARAKHAND
246449,Chamoli,Chamoli,UTTARAKHAND
246453,Tharali,Chamoli,UTTARAKHAND
246455,Tharali,Chamoli,UTTARAKHAND
246469,Okhimath,Rudraprayag,UTTARAKHAND
246471,Okhimath,Rudraprayag,UTTARAKHAND
246472,Chamoli,Chamoli,UTTARAKHAND
246473,Pokhari,Chamoli,UTTARAKHAND
246474,Karanprayag,Chamoli,UTTARAKHAND
246475,Jakholi,Rudraprayag,UTTARAKHAND
246481,Tharali,Chamoli,UTTARAKHAND
246482,Tharali,Chamoli,UTTARAKHAND
246483,Joshimath,Chamoli,UTTARAKHAND
246486,Gairsain,Chamoli,UTTARAKHAND
246487,Karanprayag,Chamoli,UTTARAKHAND
246488,Karanprayag,Chamoli,UTTARAKHAND
246495,Rudraprayag,Rudraprayag,UTTARAKHAND
246701,Bijnor,Bijnor,UTTAR PRADESH
246721,Najibabad,Bijnor,UTTAR PRADESH
246722,Nagina,Bijnor,UTTAR PRADESH
246723,Bijnor,Bijnor,UTTAR PRADESH
246724,Nagina,Bijnor,UTTAR PRADESH
246725,Chandpur,Bijnor,UTTAR PRADESH
246726,Chandpur,Bijnor,UTTAR PRADESH
246727,Dhampur,Bijnor,UTTAR PRADESH
246728,Chandpur,Bijnor,UTTAR PRADESH
246729,Chandpur,Bijnor,UTTAR PRADESH
246731,Najibabad,Bijnor,UTTAR PRADESH
246732,Najibabad,Bijnor,UTTAR PRADESH
246733,Dhampur,Bijnor,UTTAR PRADESH
246734,Bijnor,Bijnor,UTTAR PRADESH
246735,Dhampur,Bijnor,UTTAR PRADESH
246736,Chandpur,Bijnor,UTTAR PRADESH
246737,Dhampur,Bijnor,UTTAR PRADESH
246745,Dhampur,Bijnor,UTTAR PRADESH
246746,Dhampur,Bijnor,UTTAR PRADESH
246747,Nagina,Bijnor,UTTAR PRADESH
246749,Najibabad,Bijnor,UTTAR PRADESH
246761,Dhampur,Bijnor,UTTAR PRADESH
246762,Nagina,Bijnor,UTTAR PRADESH
246763,Najibabad,Bijnor,UTTAR PRADESH
246764,Najibabad,Bijnor,UTTAR PRADESH
247001,Saharanpur H.o.,Saharanpur,UTTAR PRADESH
247002,Saharanpur,Saharanpur,UTTAR PRADESH
247120,Muzaffarabad,Saharanpur,UTTAR PRADESH
247121,Behat,Saharanpur,UTTAR PRADESH
247122,S.qudeem,Saharanpur,UTTAR PRADESH
247129,M.bad,Saharanpur,UTTAR PRADESH
247231,Sarsawa,Saharanpur,UTTAR PRADESH
247232,Sarsawa,Saharanpur,UTTAR PRADESH
 Sarsawa S.O,Uttar Pradesh,Nakur,Saharanpur
247340,Nakur,Saharanpur,UTTAR PRADESH
247341,Gangoh,Saharanpur,UTTAR PRADESH
247342,Nakur,Saharanpur,UTTAR PRADESH
247343,Nakur,Saharanpur,UTTAR PRADESH
247451,Rampur,Saharanpur,UTTAR PRADESH
 Rampur S.O,Uttar Pradesh,Deoband,Saharanpur
247452,Nanauta,Saharanpur,UTTAR PRADESH
247453,Nanauta,Saharanpur,UTTAR PRADESH
247551,Nagal,Saharanpur,UTTAR PRADESH
247554,Deoband,Saharanpur,UTTAR PRADESH
 Deoband B.O,Uttar Pradesh,Deoband,Saharanpur
247656,Roorkee,Haridwar,UTTARAKHAND
247661,Roorkee,Haridwar,UTTARAKHAND
247662,M.bad,Saharanpur,UTTAR PRADESH
247663,Roorkee,Haridwar,UTTARAKHAND
247664,Roorkee,Haridwar,UTTARAKHAND
247665,Roorkee,Haridwar,UTTARAKHAND
247666,Roorkee,Haridwar,UTTARAKHAND
247667,Roorkee,Haridwar,UTTARAKHAND
247668,Roorkee,Haridwar,UTTARAKHAND
247669,Saharanpur,Saharanpur,UTTAR PRADESH
247670,Roorkee,Haridwar,UTTARAKHAND
247671,Laksar,Haridwar,UTTARAKHAND
247771,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
247772,Shamli,Muzaffarnagar,UTTAR PRADESH
247773,Kairana,Muzaffarnagar,UTTAR PRADESH
247774,Kairana,Muzaffarnagar,UTTAR PRADESH
247775,Shamli **,Muzaffarnagar,UTTAR PRADESH
247776,Shamli,Muzaffarnagar,UTTAR PRADESH
247777,Kairana,Muzaffarnagar,UTTAR PRADESH
247778,Kairana,Muzaffarnagar,UTTAR PRADESH
248001,Dehradun,Dehradun,UTTARAKHAND
248002,Dehradun,Dehradun,UTTARAKHAND
248003,Dehradun,Dehradun,UTTARAKHAND
248005,Dehradun,Dehradun,UTTARAKHAND
248006,Dehradun,Dehradun,UTTARAKHAND
248007,Deharadun,Dehradun,UTTARAKHAND
248008,Dehradun,Dehradun,UTTARAKHAND
248009,Dehradun,Dehradun,UTTARAKHAND
248011,Dehradun,Dehradun,UTTARAKHAND
248012,Dehradun,Dehradun,UTTARAKHAND
248121,Dehradun,Dehradun,UTTARAKHAND
248122,Dehradun,Dehradun,UTTARAKHAND
248123,Chakrata,Dehradun,UTTARAKHAND
248124,Dehradun,Dehradun,UTTARAKHAND
248125,Vikasnagar,Dehradun,UTTARAKHAND
248140,Dehradun,Dehradun,UTTARAKHAND
248141,Vikasnagar **,Dehradun,UTTARAKHAND
248142,Vikasnagar,Dehradun,UTTARAKHAND
248143,Rishikesh,Dehradun,UTTARAKHAND
248145,Rishikesh,Dehradun,UTTARAKHAND
248146,Dehradun,Dehradun,UTTARAKHAND
248158,Chakrata,Dehradun,UTTARAKHAND
248159,Chakrata,Dehradun,UTTARAKHAND
248165,Chakrata,Dehradun,UTTARAKHAND
248171,Dehradun,Dehradun,UTTARAKHAND
